title,description
Data Analyst (Dự Án NộI Bộ),"· Tốt nghiệp Đại học chuyên ngành Công nghệ thông tin hoặc tốt nghiệp các trường Đại học Ngoại Thương, Đại học Kinh tế quốc dân.· 1-2 năm kinh nghiệm làm việc thực tế về phân tích dữ liệu, phối hợp chặt chẽ với các phòng ban kinh doanh.· Thành thạo Microsoft Excel, SQL Server, các công cụ ETL và công cụ trực quan hóa dữ liệu.· Kinh nghiệm sử dụng Power BI/ Azure Synapse/Azure Analysis Services/Azure Data Factory/Fabric/Azure Open AI là một lợi thế.· Ưu tiên ứng viên có kinh nghiệm lập trình Python/ R.· Có kinh nghiệm trong việc tạo báo cáo, truy xuất dữ liệu, phân tích dữ liệu và xử lý dữ liệu.· Có kinh nghiệm trong lĩnh vực bán lẻ hoặc FMCG là bắt buộc.· Có khả năng giao tiếp tiếng Anh tốt (TOEIC 685 - 780 hoặc chứng chỉ tương đương)."
Embedded Engineer (C/C++),"• Proficient in C/C++ embedded• Proficient in Microcontroller development• Proficient in Creating peripherals driver for ARM core based MCU.• Proficient in Video output, Audio output, Input Device, Camera development.• Proficient in Inter-Process Communication: Shared Memory, DMA, interrupt.• Proficient in using design tools: Enterprise Architect is prefered.Nice to have:• Multicore development• Platform development• AutoSAR experience• Update firmware OTA."
Project Manager (English/Japanese),"Basic Qualifications• Bachelor's degree in computer science, business, or a related field.• Have at least 2 years of project management and related experience.• Project Management Professional (PMP/PMI) certification preferred.• Have knowledge or experience about Scrum/Agile.• Proven ability to solve problems creatively.• Strong familiarity with project management software tools, methodologies, and best practices.• Experience in managing projects through the full life cycle in the IT industry• Excellent analytical skills.• Good English/ Japanese communication skills (MUST).• Strong interpersonal skills and extremely resourceful.• Proven ability to complete projects according to outlined scope, budget, and timeline."
TTS Lập Trình Cơ Sở Dữ Liệu,"- Là sinh viên năm cuối các chuyên ngành Công nghệ thông tin, Khoa học máy tính,... hoặc các ngành tương đương.- Hiểu biết ngôn ngữ SQL và PL/SQL, yêu thích lĩnh vực về cơ sở dữ liệu- Đam mê lập trình, có khả năng tự nghiên cứu và tìm hiểu tốt.- Sử dụng tốt tiếng Anh trong công việc."
Nhân Viên Quản Trị Hệ Thống Giám Sát (NagiosXI),"- Tốt nghiệp đại học ngành Công nghệ thông tin, Điện tử viễn thông,...- Có từ 01 năm kinh nghiệm trở lên tại vị trí tương đương- Đã có kinh nghiệm làm việc và sử dụng công cụ giám sát hệ thống.- Có kiến thức cơ bản với các hệ thống database: Influxdb, Mysql, Mssql, Oracle...- Có kiến thức và hiểu biết về ngôn ngữ SQL.- Có kinh nghiệm làm việc với các hệ thống log tập trung Elasticsearch, logstash, kibana, Graylog.- Biết sử dụng Shell Script và hiểu biết ngôn ngữ: PHP, Python, Perl, Ruby, Powershell.Ngoài ra:- Có kinh nghiệm viết, triển khai plugin cho Nagios là một lợi thế.- Có kiến thức và kinh nghiệm làm việc với hệ thống k8s, gitlab ci-cd là một lợi thế.- Có kinh nghiệm hoặc đã làm việc với NagiosXI, Grafana, Zabbix, Icinga, Cacti, Centroen, Solarwind là một lợi thế.- Có kiến thức và chứng chỉ quốc tế: CCNA, VMWare, Oracle, IBM, HP...( Advance) là một lợi thế.- Kỹ năng giải quyết vấn đề và phân tích tình huống.- Kỹ năng làm việc theo nhóm.- Nhanh nhạy trong việc tiếp cận và nghiên cứu các công nghệ mới."
Quality Controller Intern (Thực Tập Sinh QC),"3rd & 4th student faculty in Information Technology, Computer Science, Economics or related areasPreferably with related work experienceDuration: at least 3 months; can work 4-5 days per weekHard-working, supportive as a team playerCareful, proactive, committed to deadline and results-drivenStrong analytical and critical thinking"
Backend Developer,"- Có tối thiểu 1 năm kinh nghiệm phát triển java- Quen thuộc với java và hệ sinh thái của nó- Có kinh nghiệm với spring framework- Hiểu biết về restful api và dịch vụ web- Thông thạo sử dụng sql và các database như mysql, postgres...- Có kinh nghiệm với git và quản lý code - Có hiểu biết cơ bản về frontend...."
Nhân Viên IT - Quản Trị Mạng,"Nam độ tuổi phù hợp: 25 - 40 tuổi.Tối thiểu 2 năm kinh nghiệm tại vị trí tương đương. Tốt nghiệp cao đẳng/ trung cấp/ đại học ngành CNTTNhanh nhẹn, chịu khó, ham học hỏi.Có tinh thần trách nhiệm cao, chủ động trong công việc."
Sales IT (N1 - N2),"Tiếng Nhật sử dụng thành thạo (trình độ tương đương N2 trở lên), ưu tiến có nền tảng kiến thức Công nghệ thông tin tốt.Có từ 1 năm kinh nghiệm ở vị trí Sales outsourcing, thành tích kinh doanh tốt.Có khả năng giao tiếp mạch lạc, tự tin, có kỹ năng trình bày, kỹ năng đàm phán và kỹ năng tự học hỏi.Yêu thích các công việc mang tính thách thức, năng động và luôn theo đuổi mục tiêu về doanh số, hứng thú với ngành IT."
Chuyên Viên Phát Triển Ứng Dụng (.Net Developer),"Tốt nghiệp Cao đẳng/Đại học hoặc tương đương chuyên ngành Công nghệ thông tin.Ít nhất 06 tháng kinh nghiệm hoặc đã tham gia ít nhất một dự án .Net Window Form với DevExpressCó kinh nghiệm phát triển ứng dụng dựa trên OOP C# .NET, ASP.NET Core MVC, Web API, RESTFul, SOAP Service, DevExpress Control.Có kinh nghiệm lập trình T-SQL trên SQL Server.Có kinh nghiệm sử dụng GIT using GIT flow.Có hiểu biết về các ứng dụng Web Application Server như IIS, Apache, Kong, RabbitMQ, Redis là 1 lợi thế.Có thể đọc hiểu tài liệu chuyên ngành bằng tiếng Anh.Có hiểu biết về quy trình phát triển phần mềm bằng Agile using Scrum framework."
Lập Trình Viên .NET (Reactjs),"Tối thiểu 1 năm kinh nghiệm lập trình trên .NETƯu tiên ứng viên có kinh nghiệm với .Net Core, ReactJS, NextJSTrình độ Đại học chuyên ngành CNTT hoặc tương đương.Có kinh nghiệm làm theo phương thức agile scrum and waterfall.Ưu tiên ứng viên có kinh nghiệm làm việc theo quy trình CMMI và chịu được áp lực cao"
"Full-Stack Developer (Java, JavaScript)","- Trình độ: Tốt nghiệp Cao Đẳng, Đại học (chuyển ngành CNTT, Phần mềm, Khoa học máy tính hoặc các chuyên ngành liên quan) hoặc kinh nghiệm tương đương.- Writing clean & maintainable code.- Có kiến thức, kinh nghiệm làm việc với Rest API, JSON.- Sử dụng thành thạo GIT.- Khả năng tiếng Anh ít nhất đủ đọc hiểu tài liệu- Khả năng tiếp nhận và hiểu nghiệp vụ từ BAĐối với Backend (Java Spring):- Thành thạo Java, Spring boot và xây dựng + thiết kế API Java Spring.- Thành thạo truy vấn và sử dụng Spring Data JPA.- Thành thạo ít nhất 1 hệ thống cơ sở dữ liệu SQL và có khả năng thiết kế hệ thống cơ sở dữ liệu SQL.- Nắm vững kiến thức về quản lý dependency (qua Maven hoặc gradle).Đối với Frontend (React):- Thành thạo React.js phiên bản 18+. - Nắm chắc kiến thức Single Page Application.- Nắm chắc kiến thức sử dụng axios trên React.- Có kinh nghiệm với ít nhất 1 UI framework của React (ví dụ PrimeReact hoặc Ant Design).- Nắm chắc kiến thức về Responsive Web Design.+) Ưu tiên ứng viên có kinh nghiệm, điểm mạnh:- Kinh nghiệm làm việc trong dự án, team agile.- Có hiểu biết về nghiệp vụ các hệ thống quản lý doanh nghiệp.- Có kiến thức về Docker và Kubernetes.- Kiến thức về CI/CD đặc biệt là GitLab & GitLab CI/CD.- Kiến thức chuyên sâu về PostgreSQL.- Có kinh nghiệm sử dụng Ant Design cho Frontend.- Hiều biết các module khác của Java Spring như Spring Security , Spring AOP..."
"Golang Developer (E-Payment, Finance/Banking)","Có từ 2 năm kinh nghiệm lập trình Golang, có hiểu biết về các Framework liên quan như gin, iris, fasthttp...Có kinh nghiệm làm việc với PostgreSQLƯu tiên Có kinh nghiệm làm việc với Redis, Kafka, RabbitMQ, ElasticSearchCó kinh nghiệm làm việc trên môi trường UNIX/LinuxỨng viên có kinh nghiệm làm việc với MicroservicesCó kiến thức về Docker/KubernetesCó kiến thức về bảo mật và tối ưu hệ thốngCó kiến thức về System, Monitoring, LoggingĐã từng tham gia phát triển các ứng dụng thanh toán hoặc tích hợp thanh toánKỹ năng mềmTư duy lập trình hướng đối tượng tốtSẵn sàng và tích cực học hỏi công nghệ và kiến thức mớiCó kỹ năng làm việc độc lập và theo nhómCó khả năng đọc hiểu tài liệu tiếng Anh phục vụ công việc."
Nhân Viên Bảo Mật Và Hệ Thống,"Trình độ chuyên môn: Cao đẳng, đại học chuyên ngành công nghệ thông tin hoặc học  quản trị hệ thống, bảo mật của các trung tâm đào tạoKinh nghiệm: 1 năm trở lên vị trí tương đương Có khả năng làm việc nhóm"
"Lập Trình Viên (.NET, ASP MVC, Angular)","Tốt nghiệp Đại học chuyên ngành CNTT.Có kiến thức về ngôn ngữ lập trình C#, ASP.Net, CSDL MS SQL Server.Có 1 - 3 năm kinh nghiệm về HTML/HTML5, CSS/CSS3, Javascrip, AngularCó tư duy tốt về lập trình.Nhiệt tình, nhanh nhẹn, ham học hỏi.Có khả năng làm việc độc lập hoặc theo nhóm."
Lập Trình Viên Wordpress,"Có từ 1.5 năm kinh nghiệm theme và plugin cho WordPressNắm vững các khái niệm post type, post, taxonomy, term, meta box, custom field, user role...Nắm vững lập trình hướng đối tượng. Có hiểu biết JQuery, Bootstrap RestfulTừng làm về PHP Laravel là lợi thếTừng làm việc với ít nhất 1 trong các Framework sau là lợi thế: Vue.js/ReactJS/AngularJSCó thể sử dụng tiếng anh trong công việc là lợi thế"
Lập Trình Viên Nodejs,"Có từ 1-2 năm kinh nghiệm lập trình NodeJSCó kinh nghiệm Web API, Web Services RESTHiểu biết tốt về ngôn ngữ tạo server-side templateCó kinh nghiệm sử dụng GitKỹ năng tư duy logic và thuật toán tốt, phân tích và giải quyết vấn đềAm hiểu kiến trúc Micro services. Sử dụng thành thạo Docker là 1 lợi thế.Tiếng anh giao tiếp khá"
Business Development,"At least 6 months experience in Sales B2BEducation: Bachelor’s degreeExcellent fluency in English communicationSelf-independence in terms of prioritizing, time management and organizational skillsAre willing to learn quickly and flexible in adapting to feedbackImpeccable attention to detail and high internal standard of work"
Lập Trình Viên Reactjs,"At least 4 years of experience in ReactJS or other frontend frameworks.Strong foundation and skills in modern JavaScript.Ability to analyze problems, design and unit test.Strong in UX, scalability, clean code, performance optimization, security and SEO optimization.Solid grasp of good software engineering practices such as code reviews, deep focus on quality and documentation.Good logical and algorithmic thinking.Experience with web development.Experience with source control management tools such as Git, GitLab, GitHub.Experience with Agile methodologies and Scrum development framework is a plus.Experience and skills in leading, mentoring and guiding a team of front-end developers is a plus.Good written and verbal communication skills in English"
Lập Trình Viên (Middle - Senior),"Có từ 3-5 năm kinh nghiệm lập trình Java Spring BootCó kinh nghiệm về SQL, NoSQL và DynamoDBThành thạo một trong các hệ quản trị cơ sở dữ liệu quan hệ: PostgreSQL , SQL Server, Oracle, MySQL.Thành thạo các công cụ quản lý mã nguồn: GIT, SVNCó Kinh nghiệm về AWS(S3, SQS), Jenkins, DockerCó kỹ năng viết Unit tests (Junit, Mockito)Có kinh nghiệm làm hệ thống về MicroserviceCó tiếng Anh giao tiếp là điểm cộng"
